Timestamp,X,Y
2024-09-07 21:52:18.217,970,636
2024-09-07 21:52:23.952,976,636
2024-09-07 21:52:23.961,999,631
2024-09-07 21:52:23.969,1026,624
2024-09-07 21:52:23.977,1062,614
2024-09-07 21:52:23.985,1123,594
2024-09-07 21:52:23.993,1219,561
2024-09-07 21:52:24.001,1349,519
2024-09-07 21:52:24.009,1507,471
2024-09-07 21:52:24.017,1682,420
2024-09-07 21:52:24.025,1858,374
2024-09-07 21:52:24.033,2021,336
2024-09-07 21:52:24.041,2026,317
2024-09-07 21:52:24.049,1995,309
2024-09-07 21:52:24.057,1968,309
2024-09-07 21:52:24.065,1947,309
2024-09-07 21:52:24.073,1932,312
2024-09-07 21:52:24.089,1924,313
2024-09-07 21:52:24.097,1919,315
2024-09-07 21:52:24.313,1919,312
2024-09-07 21:52:24.369,1918,311
2024-09-07 21:52:24.392,1915,311
2024-09-07 21:52:24.401,1911,311
2024-09-07 21:52:24.408,1906,311
2024-09-07 21:52:24.417,1895,311
2024-09-07 21:52:24.425,1874,309
2024-09-07 21:52:24.433,1846,306
2024-09-07 21:52:24.441,1816,306
2024-09-07 21:52:24.449,1784,306
2024-09-07 21:52:24.457,1755,306
2024-09-07 21:52:24.465,1731,306
2024-09-07 21:52:24.472,1709,306
2024-09-07 21:52:24.481,1683,306
2024-09-07 21:52:24.488,1656,308
2024-09-07 21:52:24.497,1629,312
2024-09-07 21:52:24.504,1604,318
2024-09-07 21:52:24.513,1583,324
2024-09-07 21:52:24.520,1563,332
2024-09-07 21:52:24.529,1545,338
2024-09-07 21:52:24.536,1531,342
2024-09-07 21:52:24.545,1520,345
2024-09-07 21:52:24.552,1511,348
2024-09-07 21:52:24.561,1506,349
2024-09-07 21:52:24.569,1503,352
2024-09-07 21:52:24.593,1499,353
2024-09-07 21:52:24.609,1496,354
2024-09-07 21:52:24.617,1494,357
2024-09-07 21:52:24.625,1491,358
2024-09-07 21:52:24.633,1489,359
2024-09-07 21:52:24.641,1486,362
2024-09-07 21:52:24.649,1483,365
2024-09-07 21:52:24.656,1476,369
2024-09-07 21:52:24.665,1470,375
2024-09-07 21:52:24.672,1460,383
2024-09-07 21:52:24.681,1446,394
2024-09-07 21:52:24.689,1430,408
2024-09-07 21:52:24.697,1414,422
2024-09-07 21:52:24.705,1399,435
2024-09-07 21:52:24.713,1385,448
2024-09-07 21:52:24.721,1374,457
2024-09-07 21:52:24.729,1365,464
2024-09-07 21:52:24.737,1356,472
2024-09-07 21:52:24.745,1348,478
2024-09-07 21:52:24.753,1338,484
2024-09-07 21:52:24.761,1326,493
2024-09-07 21:52:24.769,1315,502
2024-09-07 21:52:24.777,1303,512
2024-09-07 21:52:24.785,1293,519
2024-09-07 21:52:24.793,1285,523
2024-09-07 21:52:24.801,1280,525
2024-09-07 21:52:24.849,1276,527
2024-09-07 21:52:24.857,1274,529
2024-09-07 21:52:24.865,1271,530
2024-09-07 21:52:24.873,1269,532
2024-09-07 21:52:24.881,1266,533
2024-09-07 21:52:24.888,1263,534
2024-09-07 21:52:24.897,1259,537
2024-09-07 21:52:24.905,1256,538
2024-09-07 21:52:24.952,1254,538
2024-09-07 21:52:25.041,1253,538
2024-09-07 21:52:25.145,1253,536
2024-09-07 21:52:25.321,1253,536
2024-09-07 21:52:25.521,1254,537
2024-09-07 21:52:26.345,1254,539
2024-09-07 21:52:28.248,1253,539
2024-09-07 21:52:28.257,1246,536
2024-09-07 21:52:28.264,1228,519
2024-09-07 21:52:28.273,1195,490
2024-09-07 21:52:28.281,1156,454
2024-09-07 21:52:28.289,1114,409
2024-09-07 21:52:28.297,1069,357
2024-09-07 21:52:28.304,1025,305
2024-09-07 21:52:28.313,989,257
2024-09-07 21:52:28.321,964,219
2024-09-07 21:52:28.329,950,194
2024-09-07 21:52:28.345,944,180
2024-09-07 21:52:28.352,944,170
2024-09-07 21:52:28.361,952,156
2024-09-07 21:52:28.368,967,136
2024-09-07 21:52:28.377,984,109
2024-09-07 21:52:28.385,1003,77
2024-09-07 21:52:28.393,1019,44
2024-09-07 21:52:28.401,1034,11
2024-09-07 21:52:28.408,1048,-20
2024-09-07 21:52:28.416,1061,-28
2024-09-07 21:52:28.425,1067,-16
2024-09-07 21:52:28.473,1071,-9
2024-09-07 21:52:28.481,1074,-5
2024-09-07 21:52:28.489,1077,-2
2024-09-07 21:52:28.497,1079,-1
2024-09-07 21:52:28.504,1086,-3
2024-09-07 21:52:28.513,1094,-4
2024-09-07 21:52:28.521,1102,-3
2024-09-07 21:52:28.529,1109,-3
2024-09-07 21:52:28.537,1116,0
2024-09-07 21:52:28.553,1121,0
2024-09-07 21:52:28.561,1124,0
2024-09-07 21:52:28.569,1127,2
2024-09-07 21:52:28.577,1129,4
2024-09-07 21:52:28.585,1131,7
2024-09-07 21:52:28.593,1132,9
2024-09-07 21:52:28.601,1132,12
2024-09-07 21:52:28.608,1128,12
2024-09-07 21:52:28.617,1120,10
2024-09-07 21:52:28.625,1111,6
2024-09-07 21:52:28.633,1103,4
2024-09-07 21:52:28.641,1094,3
2024-09-07 21:52:28.649,1088,3
2024-09-07 21:52:28.657,1081,3
2024-09-07 21:52:28.665,1075,3
2024-09-07 21:52:28.672,1069,3
2024-09-07 21:52:28.680,1061,6
2024-09-07 21:52:28.689,1056,16
2024-09-07 21:52:28.697,1054,31
2024-09-07 21:52:28.704,1053,48
2024-09-07 21:52:28.713,1053,67
